org_name,bills_supported
Patricia Blackmon,1
Pathways Academy Charter School - Adult Education2 individuals,1
Pat Moomey,1
Pat Mattingly,1
Pat Harrington,1
Pastor Mace INC,1
Pastor Bob Jackson,1
"Passage of this measure is critical, because it makes an important",1
"Pasha, Bay Area small business",1
Pasadena/Altadena coalition of Transformative Leaders,1
"Pasadena, City Of",1
Pasadena Mayor Rick Cole,1
Pasadena Mayor Bill Bogaard,1
Pasadena Humane Society &SPCA,1
"Pasadena Chamber of Commerce, Board of Directors",1
Pasadena Chamber,1
"Party: American GI Forum, Pueblo Y Salud",1
"Party's who do business before the CPUC deserve the right to decision and the right to appeal a decision, or lack thereof, to the courts. But",1
Partnerships to help increase small business participation and improve the state contracting system,1
Partners for Change,1
Parties in support of the bill in its April 16 form,1
"Participating Freestanding Cardiac Labs (San Jose, Sacramento, Los Angeles (2), and Brea Association of California Hospital Districts Office of Statewide Health Planning and Development",1
Parternership,1
Parlier Chamber of commerce,1
Park Overall,1
Parikh,1
Parentz Work,1
Parents,1
Parent-Sorenson Mortuary & Crematory,1
Parent Voices - co-sponsor,1
Parent Voices (Co-Sponsors),1
Parent Company/ Calvia,1
Paratransit Inc. (Sacramento),1
"Paramount, City of",1
Paramount Chamber of Commerce,1
Para,1
Panel. These clinicians complete all pre-commitment SVP evaluations for,1
"Pane & Pane Associates, Inc. (prior version)",1
Pamela Pierce,1
Pamela Foust,1
"Pam Slater-Price, 3rd District San Diego County Board of Supervisors",1
"Pam Slater, San Diego Board of Supervisors",1
"Pam Slater, Member of the San Diego Board of Supervisors",1
Palos Verdes Chamber of Commerce,1
Palos Verde/South Bay Audubon Society,1
Palomar Audubon Society,1
"Paloma Aguirre, Mayor",1
Palo Verdes Peninsula Chamber of Commerce,1
"Palmdale Gem and Mineral Club, Inc",1
Palmdale Chamber of Commerce Board of Directors,1
Palm desert Area Chamber of Commerce,1
"Palm Springs Firefighters Association, Local 3601",1
Palm,1
Palace the only way to close this 'loophole' in the local policy is,1
Pajaro Valley Chamber of Commmerce,1
"Painters Locals 256, 272, 294, 741, 3, 913, 286, 686, 487, 775, 333, 507, 376, and 1595",1
Painters Local 1036,1
"Paint Co., Inc",1
"Pain Foundation. It is supported by biotechnology industry groups, patient advocacy groups, pharmacists, law enforcement, and Partnership",1
PageO Congregations Organizing for Renewal,1
PageJ,1
PageI,1
PageH Vietnam Veterans of America,1
PageH,1
PageF of? Health Access,1
PageF Equal Rights Advocates,1
PageB Department,1
PageB Association of California,1
Page p,1
Page l,1
Page j Independent Administrators Association,1
"Page as $2,000 per year?. This means that many vulnerable and medically compromised patients are essentially left",1
Page and Turnbull,1
Page WorldCom,1
Page The American Federation of State and County Municipal,1
Page R Community United Against Violence,1
Page R (AFSCME),1
Page N California National Organization for Women (NOW),1
Page Local Health Plans of California,1
Page Lieutenant Governor Bustamante,1
Page Latino Issues Forum,1
Page K California Park and Recreation Society,1
Page H Office of the Attorney General,1
Page H None on file,1
Page H,1
Page G,1
Page F Junior League of San Francisco,1
Page F Children Now,1
Page E Union of Concerned Scientists,1
Page E State Superintendent of Public Instruction,1
Page E Public Utilities Commission,1
Page E Clean Power Campaign,1
Page E Attorney General,1
Page E AIDS Project Los Angeles,1
Page D Affordable Housing Network of Santa Clara County,1
Page C Sacramento Municipal Utility District,1
"Page 8 ""For this reason",1
"Page 3 ""I",1
Paddle for Peace,1
"Pact, an adoption",1
"Packard Components Group, Interconnect",1
"Pacifica Friends of the Library, Mrs. Caroline Barba, Co-president",1
Pacific Symphony Orchestra (Santa Ana),1
Pacific Southwest District University of California Student Association,1
"Pacific Solar, Belmont",1
Pacific Quarter Horse Association,1
Pacific Palisades Democratic Club (prior version),1
Pacific Merchant Shipping Association Elders Climate Action,1
Pacific Merchant Shipping Association (co-sponsors),1
Pacific Life - 03/28/03,1
"Pacific Library Partnership, Teresa Landers",1
"Pacific Islander Association, California State Long Beach",1
Pacific Institute for Community Organization California Project,1
"Pacific Holocaust Commemoration Committee, Irvine",1
Pacific High School: Private Educational Network,1
"Pacific Grove, Bill Kampe, Mayor",1
Pacific Grove Chamber of Commerce Board of Directors,1
Pacific Grove Chamber of Commerce Board of Director,1
Pacific Forest Trust (in concept),1
Pacific Environment - sponsor,1
Pacific Environment - co-sponsor,1
"Pacific Energy Company, San Luis Obispo",1
Pacific District Korean American Bar Association of Northern California,1
Pacific Coast Regional,1
Pacific Coast Quarter Horse Racing Association (6/8/93),1
Pacific Coast Federation of Fishermen's Associations (committee analysis),1
Pacific Coast Federation of Fisherman's Assn/Institute for Fisheries Resources,1
PVNOW,1
PVID,1
PUR,1
PTB,1
PTA also,1
PRS) and the Local Child,1
PRRA,1
PROTECT-California,1
PRIUM,1
PRISM,1
PREVIOUS VERSION,1
PQ:nl:d 5/28/13 Senate Floor Analyses,1
PQ:ej:nl 5/28/13 Senate Floor Analyses,1
PQ:e:n 5/7/14 Senate Floor Analyses,1
PQ:d:k:d 5/27/14 Senate Floor Analyses,1
PQ/RM:k 6/18/13 Senate Floor Analyses,1
PPOSITION,1
PPIC report on Career Technical Education in California Fact Sheet,1
PPE and social distancing requirements have resulted in much lower patient volume and additional costs borne by providers. CDA states patient volume,1
PORAC cannot,1
PODER (People Organizing to Demand Environmental & Economic Rights),1
"POCO Solar Energy, Santa Clara",1
PLUS 28 LETTERS FROM CITIES AND,1
PLEASE SEE CONTINUATION PAGES,1
PLANT,1
PLAN,1
"PLACE (People Linking Art, Community, and Ecology)",1
PLACE,1
PIT Tax Sample and Microsimulation Model Detail may not add to total due to rounding,1
PIF also,1
PICO California - Co-Sponsor,1
PICO California (prior version),1
PICO California (late),1
PICO - California,1
PHI,1
PH believes the most productive path forward is to leverage the MSR already in progress and,1
PFLAG |National Office,1
PFLAG | Santa Barbara,1
PFLAG | Placerville/El Dorado County|Soka Gakkai International,1
PFLAG Vacaville/North Solano County,1
PFLAG Ridgecrest,1
PESANTE,1
"PERS staff is also recommending a support position, but is",1
PENN,1
PE,1
PCRI,1
"PCMA also objects to the provision allowing pharmacies to participate in a PBM network without having to agree to the PBMs terms and conditions, which PCMA",1
PCMA,1
PCI,1
PC 830.1,1
PBGH also,1
PBGH,1
PAZ,1
PASI,1
PART II OF BILL,1
PART II,1
PART I: Cal-EPA,1
PART I OF BILL,1
PART I,1
PAO,1
PANA,1
PAD,1
"PACE Finance Corp, Namoch Sokhom, Director",1
PAC,1
P.T.A,1
P-Conn-Tie Hot Ties,1
P&G,1
P,1
"Oxy Low Carbon Ventures, LLC, a subsidiary of Occidental Petroleum",1
"Oxnard, City of",1
"Ownership Advancement Foundation, The Charter Pacific",1
Owners of 13 grocery stores,1
Owner,1
Over two thousand letters from individuals,1
Over two hundred individuals,1
"Over the past decade, Small Business California",1
Over the last several years I worked extensively with the K12 Strong Workforce program and can say without a doubt that this program provides clearer direction to schools and better and more timely,1
Over ten individuals,1
Over four thousand individuals,1
Over eight individuals,1
Over a thousand individuals,1
Over a hundred individuals,1
Over a dozen individuals,1
Over Fifty Individuals,1
Over 950 individuals,1
Over 900 letters from individuals,1
Over 900 individuals,1
Over 850 individuals,1
Over 800 statewide signatures on petitions (author's office),1
Over 800 individuals,1
Over 80 individual letters,1
"Over 80 cosmetic companies, including: Lush Cosmetics",1
Over 75 individuals who sit on Los Angeles neighborhood councils or committees,1
Over 700 private citizens,1
Over 70 individuals,1
Over 70 Individuals with Primary Immunodeficiencies,1
"Over 7,000 petitions",1
Over 600 Primary Care Clinics across California,1
"Over 6,500 individuals",1
Over 570 individuals,1
Over 550 Individuals,1
Over 500 individuals,1
Over 500 hundred individuals,1
Over 500 acupuncturists and individuals,1
Over 500 Individuals,1
Over 50 letters and calls from individuals,1
"Over 50 law firm partners, presidents and general counsel of various California businesses",1
"Over 50 law firm partners, presidents and general counsel of various",1
"Over 50 individual large law firm partners, presidents and general counsel",1
Over 50 elected officials and representatives of community organizations,1
Over 50 Letters and Calls from Individuals,1
Over 400 acupuncturists and individuals,1
"Over 40 percent of California counties do not have clinics that provide abortions and, according to the California Future of Abortion Council, because of the number of",1
Over 40 individual and small business LDAs,1
"Over 4,000 individuals",1
Over 35 individuals,1
Over 300 private individuals,1
Over 300 letters from veterans and individuals,1
Over 300 letters and postcards from students and other,1
Over 300 individuals/owners/employees of independently owned,1
Over 300 individuals,1
"Over 300 individual letters, primarily from park residents",1
Over 300 individual letters primarily from park residents,1
Over 300 Individuals,1
Over 30 medical groups and IPAs from across the state,1
Over 30 homeowners,1
Over 200 nurses,1
Over 200 letters of support from individuals throughout California,1
Over 200 letters of support from individuals throughout,1
Over 200 letters from small and medium businesses,1
Over 200 individual letters from representatives of residential care facilities,1
Over 200 individual letters from constituents,1
Over 200 Individuals,1
"Over 2,500 individuals",1
"Over 2,000 Individuals (Including Bar Owners and Patrons)",1
Over 1500 individuals,1
"Over 150 letters from individuals, including athletic trainers and parents",1
"Over 150 individuals, including HCBA Waiver recipients from Eddie's Place, Kelly Cullen, MLK, Mosswood, and Oak Days facilities",1
Over 150 Individuals,1
Over 15 individuals,1
Over 1300 individuals,1
Over 120 individuals,1
Over 120 acupuncture students,1
"Over 12,000 petitions",1
Over 114 individuals,1
Over 110 individuals,1
Over 1000 Individuals,1
Over 100 organizations have registered their support for this,1
Over 100 letters from individuals,1
Over 100 individuals and optometrists,1
Over 100 individual letters,1
Over 100 individual insurance agents/brokers,1
Over 100 individual court reporters,1
Over 100 individual companies,1
Over 100 Individuals,1
Over 10 individuals,1
"Over 1,000 individuals in Support",1
"Over 1,000 individuals (letters and petitions)",1
"Outside Dumping, Culver-Palms United Methodist",1
"Out of the more than 10,000 chemicals used to formulate beauty and personal care products, the United",1
Our] existing policy,1
Our study shows that California is high in child,1
Our parks,1
Our organizations write,1
Our organization strongly,1
Our motto for 150 years has been 'Be Safe' and we will,1
Our members' experience in the post-pandemic world,1
Our judicial system should be responsive and offer meaningful,1
Our first responsibility to taxpayers is to take necessary steps to prevent fraud and abuse in public programs,1
Our expert team,1
Our diverse coalition of health care providers strongly,1
Our diverse Jewish organizations proudly,1
"Our current system of allowing any product on the market without vetting them first, and then finding problems with their",1
Our association's membership are excited to stand tall in our,1
Our Lady of Perpetual Help ChurchWOMEN FOR,1
"Our Lady of Lourdes Catholic community, Tujunga, CA",1
"Our Lady of Guadalupe, Hermosa Beach, California, Respect Life",1
Our Individual Subsidized Child Care Pilot has shown significant successes in expanding childcare access to low-income families and those receiving other family,1
Our Health California (previous version),1
Our Hands of Love Corporation,1
Our Family Coalition (San Francisco),1
Our Congress and federal administration must act and our state must be ready,1
"Otto Wm. Giuliani, Chief of Police",1
Otis,1
"Other times, severance is offered to provide certainty and finality to resolve any outstanding",1
Other support not relevant to this version of the bill,1
Other support has been filed for the bill that addresses a version of the bill prior to significant amendments. That support has been omitted,1
Other letters of support were based upon a different version of the bill and are therefore not relevant to the present version,1
Other issues are addressed in the bill include requiring mediation when,1
Other interested individuals,1
Other individuals,1
Other fees eliminated by your bill,1
Other concerned individuals,1
Other concerned groups and individuals,1
Other cities and,1
Other Individuals,1
Other (Neutral),1
Otey Mesa Chamber of Commerce,1
Otay Mesa Chamber,1
Ospi,1
Orville Millhollin,1
"Orthotic and Prosthetic Centers, UCSF",1
"Oroville, City Of",1
Oroville Chamber of Commerce,1
Oroville Area Chamber of Commerce,1
Oronite,1
"Orland, City Of",1
"Organizing Project, Sierra Club California, Planning and Conservation League",1
"Organizing Project, League of California",1
"Organizing Project, Interagency Office of Environmental Health Tracking, Natural",1
Organizers in Solidarity,1
Organizer,1
Organizations that,1
Organizations representing consumers and low-income Californians write,1
Organizations of area boards,1
Organizations / Companies,1
Organizations (Out of State),1
Organizations (CCTO),1
Organizational Endorsements for SCA 19,1
Organizational Endorsements for SB 845,1
Organizational Endorsements for SB 844,1
"Organization, UCLA",1
"Organization writes in support that ""An asthmatic child who",1
Organization of SMUD Employees (6/8/12),1
Organization of California,1
Organization for Women (CA NOW) Center for,1
Orange County/Inland Empire Small Busines Development Center,1
Orange County numerous individuals,1
Orange County Transportation Authority (unless amended),1
Orange County Narcotic,1
Orange County Hindus,1
Orange County Fire Authority None on file,1
Orange County Division,1
"Orange County Cultural Pride, Inc. Political Action Coalition for",1
Orange County Congregation Community Organization (prior version),1
Orange County Communities Organized for Responsible Development (prior version),1
Orange County Coastkeeper (prior version),1
Orange County Chinese-American Chamber of Commerce,1
Orange County Chinese American Chamber of Commerce,1
Orange County Board of Supervisors (as introduced),1
Orange County Board of Supervisors (February 22,1
Orange County Black Chamber,1
Orange County Association for Retarded Citizens,1
Orange County Asian and Pacific Islander Community: Alliance (OCAPICA),1
Orange County (SCOTT),1
"Optometric Association writes in support that ""Children who",1
"Optimal Technologies (U.S.), Inc",1
Oppostion,1
Oppositon: Unknown,1
"Opposition, unless Amended",1
Opposition also,1
"Opposition (to version as introduced on February 24, 2009)",1
Opposition (to this proposed version of the bill),1
Opposition (to the current version of the bill),1
Opposition (to the 18 August 2000 amended version of the bill),1
Opposition (to a prior version of the bill),1
"Opposition (to May 25, 2018 version of the bill)",1
Opposition (the following were listed in opposition to the introduced version of bill when it was heard in the Senate,1
Opposition (prior to amendments taken in this Committee),1
"Opposition (based on the April 29, 2010 version)",1
Opposition (based on prior version of the bill),1
Opposition (based on previous version of the bill),1
"Opposition (based on bill version prior to June 26, 2023 amendments)",1
"Opposition (based on February 5, 2024, as introduced, version)",1
Opposition (To the June 27 version of the bill),1
Opposition (Registered opposition only to a prior version of the bill which was in substantially different form),1
Opposition (REFLECTS POSITION TAKEN ON THE BILL PRIOR TO THE 5/28/96 VERSION),1
Opposition (Only if Preemption Language is Changed or Removed from the Bill),1
"Opposition (July 9, 2001 version of the bill)",1
Opposition (All Opposition was received prior to latest,1
Opposed to the May 3rd version of SB 72,1
Opposed,1
Oppose unless amended (prior version),1
Oppose none reported to committee to current version,1
Oppose as introduced,1
Oppose None reported to current version,1
"Oppose None on file as of March 19, 2010",1
Oppose None Reported to the Committee,1
Oppose California Tax Reform Association (opposed identical AB 218 (2005)),1
Oppose American Forest and Paper Association,1
Oppose (unless local loss is back-filled by state),1
Oppose (unless amended as the bill moves forward),1
Oppose (unless amended ),1
Oppose (to prior version),1
Oppose (previous version),1
Oppose (Previous version of the bill-no longer relevant),1
"Opportunity Fund, a lending organization",1
Opportunity Fund - Co-Sponsor,1
Opportunity Fund (as proposed to be amended),1
Opportunity (CAMEO)--sponsor,1
Opportunity,1
Opponents of the bill have raised concerns about the required data collection,1
Opponents further,1
"Opinion surveys show, disturbingly, that more than",1
Operating on the judicial presumption that the Legislature does not,1
Opening a general plan or adopting new revisions to one for electrification,1
Open Space Authority- Santa Clara Valley,1
Ontario and San Luis Obispo League of CA Cities,1
One-time costs of an unknown amount across all 58 counties and cities with an emergency plan to update the jurisdiction's plan to include designated procedures and entities,1
One victim of a violent crime,1
One such proposal was to allow a larger number of impounded RVs to be dismantled and recycled rather than entering a lien sale The California Vehicle Code,1
One study found that,1
One study,1
One reporter from KTTV/Fox 11 in Los Angeles,1
One reason for that failure is that the LEAP has not been effectively implemented and does not practically,1
One radiologist,1
One proposal alleged that gender-affirming care for transgender youth constitutes child abuse and should be grounds to remove children from the parents who,1
One of the many ways that public education,1
One of the key concepts behind the bill,1
"One of the co-sponsors of this measure, Initiate Justice",1
One model for the conversion of market rate housing to deed restricted affordable housing is for the housing to be purchased by a government entity such as the California Community Housing Agency,1
One letter from the general public,1
One letter from individual,1
One letter from an individual,1
One letter,1
One individuals,1
"One individual, Pasadena",1
"One individual, David Murphey",1
One individual surgeon,1
One individual letter (1),1
One individual from Sunnyvale,1
One individual from Los Angeles,1
One individual farmer,1
One individual court interpreter,1
One individual community college student who is disabled,1
One individual clinical psychologist,1
One individual clinical lab owner,1
One individual attorney,1
One individual RN,1
One individual Ph.D. Nuitritionist,1
One individual (letter received on prior version of bill),1
One individual (Richard Odabashian),1
"One individual (Professor and Dean Emeritus, UCLA School of Public Health)",1
One individual (Hillsborough),1
One individiual,1
One exception provided by [federal law] is for the intrastate transportation of household goods... and allows,1
One dentist,1
One constituent (Los Angeles),1
One clinical pharmacy professor* (*current version),1
One barbering school owner,1
One alcohol/drug counselor,1
One Private individual,1
One Individual. AB 475 - Baca,1
One Individual Veteran,1
One Individual (received late),1
One - individual letter,1
"One (1) individual - Ari Freilich, Esq., veteran advocate",1
One (1) individual,1
"Once the system changes are complete, CalSTRS anticipates cost reductions in administrative workload and",1
On this version of the bill,1
On the one hand it,1
"On the bill as amended June 29, 1999",1
On prior version,1
"On page 5, strike out lines 2 through 5, inclusive, and insert",1
On behalf of the civil litigators they represent a coalition letter from the sponsors,1
"On behalf of the City of Los Angeles, Mayor Karen Bass",1
"On behalf of our nearly 220-member credit unions in California, we thank Senator Roth for his efforts to keep pace with legal and technological developments and encourage uniformity across the United",1
"On average, EDD",1
"On any given day, neonics are found in the bodies of half the [United",1
"On March 8, 2013, the Alameda County D.A. conceded Williams' factual",1
"On Lok, Inc. (prior version of bill)",1
"On February 6, 2024, the federal Administration for Community Living released a final rule updating Older Americans Act (OAA) programs regulations that, among other things, clarified requirements for",1
"On February 16, 1996, at a Highland Park party a fight broke out and gunfire ensued. Martin Aceves was shot and killed. Three defendants were",1
"On February 16, 1996, at a Highland Park party a fight broke out and gunfire ensued. Martin Aceves was shot and killed. Three defendants",1
"On April 5, 2023, MAPS Public Benefit Corporation",1
"On April 17, 2008, the California Supreme Court ruled in Mays v. City of Los Angeles (43 Cal. 4th 313) that the Court of Appeals erred in",1
"Ombudsman/ Advocate, Inc",1
"Ombudsman, Inc",1
"Omar Murillo, Individual",1
Older Women's League of California: San Diego Democratic Club,1
"Older Women's League of California: Protection and Advocacy, Inc",1
Older Women's League of California (Committee analysis),1
Older Women's League (letter dated 4/12/07),1
Older AB 858 (Kuehl) Womens League of California,1
Old Town (San Diego) Chamber of Commerce,1
Ojai Chamber of Commerce,1
Oil/water separators are routinely used during,1
"Oil, Chemical and Atomic Workers Union, California State Pipe Trades Council, Contra",1
Oil Well Service Co,1
"Oftentimes, the consumer",1
Often their distressed family members come to see or,1
Offroad Vehicle Legislative Coalition,1
Officials Fund,1
Officials (as introduced),1
"Officers Association, ""CCPOA shares 's goal of helping to reduce inmate healthcare costs while not",1
Office the authority to quickly respond to concerns about mismanagement,1
"Office of the Governor, Sierra Club",1
Office of the Governor (prior version),1
"Office of the District Attorney of Alameda County, echoing arguments raised by the Consumer Federation of California and the California Low-Income Consumer Coalition",1
Office of the City Attorney of Los Angeles and,1
Office of the Attorney General who,1
Office of the Attorney General and Polly Klaas,1
Office of the Attorney General Dan Lungren,1
"Office of the Attorney General Bill Lockyer (as amended March 21, 2006)",1
Office of the Attorney General (support in concept),1
Office of the Attorney General (sponsor - seller of business opportunities provision),1
Office of the Attorney General (provisions relating to appeal rights of sellers of travel),1
Office of the Attorney General (Sponsor - Insolvency proceedings),1
Office of the Attorney General (Section 5),1
Office of the Attorney General (2/26/98),1
Office of the (Chu),1
Office of US Rep. Young Kim (CA-39),1
Office of Tourism,1
Office of Statewide Health Planning and Development to review the evaluate the effectiveness of the HPDAC,1
Office of Real Estate Appraisers to streamline its enforcement process,1
Office of Real Estate Appraisers (OREA - sponsor),1
"Office of Mario Trujillo, Mayor Pro Tem Downey",1
"Office of Los Angeles Mayor, Karen Bass",1
"Office of Long Beach Councilmember Al Austin, 8th District",1
Office of Lieutenant Governor Eleni Kounalakis - co-sponsor,1
"Office of John H. Gilman, M.D",1
Office of Information Services within the department,1
Office of Governor Pete Wilson,1
Office of Governor Gavin Newsom,1
Office of Criminal Justice Planning (OCJP - sponsor),1
Office of Councilmember Gabby Plascencia of Riverside,1
Office of Councilmember Al Austin,1
Office of Councilman Mario Trujillo,1
Office of Congressman Sam Farr,1
Office of Congressman Lou Correa (CA-46),1
Office of Congressman Lou Correa,1
Office of Congressman Joe Baca,1
Office of City of Los Angeles Mayor Antonio Villaraigosa,1
Office of California Governor Gavin Newsom,1
Office of Assemblymember Laura Friedman,1
Office of Angelina Jolie,1
Office of Administrative Services anticipates additional workload to provide administrative,1
"Offenders program, the Academic Volunteer and Mentor",1
"Of these 19 innocent men and women, 18 of them were sentenced to life behind the",1
Of the following counties,1
"Of course, it also may be that some of these CalWORKs recipients were",1
Of a previous version of the bill,1
Odyne,1
"October 2007. The Task Force was created by Assembly Bill 22 (Lieber, 2005) and Senate Bill 180 (Kuehl, 2005) to analyze California's response",1
"Octavio Scheffino, Sr. (individual)",1
"Oclassen Pharmaceuticals, Inc",1
Ochin,1
"Oceanside, City of",1
"Oceanside, City Of",1
"Oceana, CALPIRG, and Environment California",1
Ocean Conservancy Oceana,1
Occupational Therapy Association of California (OTAC - sponsor),1
Occupational Therapy Association of California (OTAC - Sponsor),1
Obtaining the required 2/3 majority,1
Obie,1
Oberhelman,1
Oasis Shelter,1
Oaks (Vincent) continued,1
Oaks (Frommer) continued,1
"Oakley, California Mayor Sue Higgins",1
Oakley Chamber of Commerce,1
Oakland/Alameda Firefighters Local 55,1
"Oakland, City Councilman Dan Kalb",1
Oakland Vietnamese Chamber of Commerce,1
Oakland Unified School District: Pomona Unified School District,1
"Oakland Unified School District, Lydell K Willis",1
Oakland Rising Action (prior version),1
"Oakland Privacy, in support",1
Oakland Privacy is writing,1
Oakland Privacy (prior version),1
Oakland Museum of California and supported by other individual museums,1
Oakland Metropolitan Chamber Of Commerce,1
"Oakland Mayor, Libby Schaaf",1
Oakland Mayor Libby Shaaf,1
Oakland Mayor Jerry Brown,1
Oakland Firefighters IAFF Local 55,1
Oakland City,1
Oakland Chamber Of Commerce,1
Oakhurst Area Chamber of Commerce,1
OTAC,1
OSTC ensures that partners in national firms (such as accounting firms) are not double taxed for income previously taxed in other,1
OST,1
OSKR,1
OSHSB cannot absorb new rulemaking requirements and would need an additional engineer and other,1
OSFM,1
OSEA,1
OPPPOSITION,1
OPPOSITION (unless amended),1
OPPOSE AS AMENDED,1
OPPONENTS,1
OPPOITION,1
OPOSITION,1
ONO,1
ODN,1
OCEANSIDE CHAMBER OF COMMERCE,1
OCEA,1
OASIS,1
O.M.D,1
O'odham Women's Alliance of Southern California,1
"O'Malley states, ""Untested rape kits mean lost opportunities to develop",1
"O'Malley M. Miller, Esq",1
"Nytro Multisport Technology, Inc",1
Nuvis,1
Nutiva Organic Consumers Association,1
Nursing programs in the California Community,1
Nursing groups,1
"Nurses Association, California Primary Care",1
"Numerous water, irrigation and sanitary districts",1
Numerous veterinarians and environmental organizations note,1
Numerous veterans groups,1
Numerous veterans,1
Numerous travel agents,1
Numerous student signatures,1
Numerous spas,1
"Numerous small, medium and large businesses",1
Numerous small business owners,1
Numerous small DVBE firms,1
Numerous sleep technologists,1
Numerous sleep medicine physicians,1
Numerous skilled nursing and continuing care and retirement facilities,1
Numerous skilled nursing and continuing care and retirement,1
Numerous skateboarders,1
Numerous silicone implant,1
Numerous scientists,1
"Numerous schools, school boards and individuals",1
Numerous schools and individuals,1
Numerous retailers and individuals,1
Numerous residents of these cities and surrounding communities,1
Numerous realtors and realty companies,1
Numerous real estate,1
Numerous providers,1
Numerous proprietors of skateboard and in-line skate shops,1
Numerous property owners and associated individuals,1
Numerous private universities,1
Numerous private mediation services,1
Numerous private growers,1
Numerous private contractors and construction firms,1
"Numerous private citizens, nationwide",1
Numerous private and public schools and school districts,1
Numerous policyholders,1
Numerous physicians and individuals,1
Numerous physicians,1
Numerous phone calls from hygienists,1
Numerous pharmacy students,1
Numerous performing arts organizations and individuals have written,1
Numerous peer-reviewed and published studies here in the United,1
Numerous patients/family members,1
Numerous patients and doctors,1
"Numerous parents, school officials, and legal services attorneys",1
Numerous other organizations and manufacturers (list attached),1
Numerous other insurers also represented by Lloydos U.S,1
Numerous other individuals,1
Numerous other individual letters,1
Numerous other individual antifreeze recycling companies,1
Numerous other hospitals,1
Numerous other groups and individuals,1
"Numerous other fire districts, departments and associations",1
Numerous other clinics and family practices,1
Numerous other cities in the state,1
Numerous other businesses and private citizens,1
Numerous other businesses & local groups,1
Numerous other bowling establishments,1
Numerous other Korean and Asian organizations and citizens,1
"Numerous other Fire Districts, Departments and Associations",1
Numerous other Cities in California,1
Numerous organizations are sponsoring and supporting this,1
Numerous organizations are in support. Comment 8,1
Numerous organizations and individuals listed in,1
Numerous organizations and individuals,1
Numerous organizations,1
Numerous mobilehome park tenants,1
Numerous members of CDA,1
"Numerous members of AFSCME, Local 575, as individuals",1
"Numerous members of AFSCME, Local",1
"Numerous mayors, councilpersons, elected officials",1
"Numerous manufacturers, distributors, and retailers of skateboard products",1
Numerous long-term health care facilities,1
Numerous local residents,1
Numerous local entities within Santa Clara County cite their,1
Numerous local and regional labor unions,1
Numerous local agencies write,1
Numerous letters on prior version of the bill,1
Numerous letters of support from individual attorneys and judges,1
Numerous letters of support from independent escrow,1
Numerous letters from the public,1
Numerous letters from teachers and other individuals,1
Numerous letters from small business owners,1
Numerous letters from schools and individuals,1
Numerous letters from residents of Grass Valley and Nevada,1
Numerous letters from public and private high schools,1
Numerous letters from private citizens from the California: public safety rally,1
"Numerous letters from parents, educational leaders, teachers and community members",1
Numerous letters from other housecleaning agencies,1
Numerous letters from members of the Advocates for Seniors,1
Numerous letters from interns/trainees,1
"Numerous letters from individuals (parents, diabetic persons, physicians, etc.)",1
Numerous letters from individuals (many who are business members of MSPA),1
Numerous letters from individual dentists,1
Numerous letters from individual constituents,1
Numerous letters from individual architects,1
Numerous letters from individual,1
Numerous letters from independent escrow companies,1
Numerous letters from citizens in Danville,1
"Numerous letters from businesses, schools and individuals",1
Numerous letters from Occupation Therapists,1
Numerous letters from Individuals,1
Numerous letters by individuals,1
Numerous letters are on file that,1
Numerous legal aid and services organizations,1
Numerous labor unions,1
Numerous judges statewide,1
Numerous judges of the Alameda County,1
Numerous interior design professionals and businesses,1
"Numerous individuals, recording artists, and recording groups (all to previous bill)",1
"Numerous individuals, including veterinarians",1
"Numerous individuals, including self-identified hunters",1
"Numerous individuals, including licensed NPs",1
"Numerous individuals, including RNs, CNMs, NPs, and medical students",1
"Numerous individuals, including",1
"Numerous individuals, former athletes and parents",1
"Numerous individuals, businesses, and groups",1
Numerous individuals write,1
Numerous individuals via email,1
Numerous individuals throughout the state,1
Numerous individuals independently,1
Numerous individuals including members of the clergy,1
Numerous individuals from throughout California,1
Numerous individuals from outside the Senator's district,1
Numerous individuals from cities throughout the state,1
Numerous individuals from Tuolumne County,1
Numerous individuals from Monterey County,1
Numerous individuals and small businesses,1
Numerous individuals and owners of separate interests in CIDs,1
Numerous individuals and organizations,1
Numerous individuals and insurance agents,1
Numerous individuals and health care providers,1
Numerous individuals and educators,1
Numerous individuals and college campus athletic participants,1
Numerous individuals and cats,1
Numerous individuals and business owners,1
Numerous individuals and breast cancer survivors,1
Numerous individuals and CPA firms,1
Numerous individuals (prior version),1
Numerous individuals (including individual bail agents),1
Numerous individuals (hundreds),1
Numerous individuals (by petition),1
Numerous individuals (about 100),1
Numerous individuals (34 by letter),1
Numerous individuals (156),1
Numerous individuals (100s),1
Numerous individual victims of the Hoyt,1
"Numerous individual veterans from VFW Post 10125, Rancho",1
Numerous individual therapists,1
Numerous individual school districts,1
Numerous individual school board members,1
Numerous individual psychologists and others,1
Numerous individual psychologists,1
Numerous individual private investigators,1
Numerous individual practitioners and clinic operators,1
Numerous individual physical therapists,1
Numerous individual pharmacies and individuals,1
Numerous individual parents desiring to adopt special needs children,1
Numerous individual parents,1
Numerous individual optometrists,1
Numerous individual opthalmologists,1
"Numerous individual nurses, other health: professionals, and individuals",1
Numerous individual nurses,1
Numerous individual nurse practitioners and physician assistants,1
Numerous individual nurse practitioners and physician,1
Numerous individual mental health providers,1
Numerous individual massage therapists,1
Numerous individual licensed hearing aid dispensers,1
